emotions,sentiment,clean_text
worry,Negative,crap im gonna miss grand prixim going try sneak room
neutral,Positive,  bacoor wahaha wifi toinks new hair wiih short short 
love,Positive,mothers day spit awesome listening paranoid jonas brothers
worry,Neutral,cousins yacht convention hope upset hope won
neutral,Positive,think play michael buble heaven hes great
happiness,Neutral,morniiing twitter eating cereales watching blg dvd like sunday morning 
fun,Positive,  got kicked club bout try another lmao shot patron you haha
love,Neutral,  congratulations award  totally deserved
happiness,Positive,  idea haha xx
neutral,Neutral,  yeah definitely pillow fight
love,Neutral,  like aasman ke paar shaayad
love,Positive,repeat final seconds game 3 dalden please damn officials  anyway happy mothers day
neutral,Positive,  makes sense id totally girlfriend asking wear high school prom dress
fun,Positive,kellie major problem okay alex is kellie hahahahahahahaa face
worry,Positive,  fun lol hehe
happiness,Positive,  weekend going great yours
love,Positive,    happy mothers day mum
happiness,Neutral,yaaaaaaay bday
happiness,Positive,  best cup final today fun
happiness,Positive,happy mommys day moms
happiness,Positive,yay only sundays maid came house clean again
surprise,Neutral,  wanna come mifune tomorrow impromptu tweetup  11am
love,Positive,  hi lisa beautiful pups happy mothers day2 raven rioamp thors wonderfur mama kittykisses
happiness,Neutral,wahamerican chocolate cheese cake chweet mummy  muaxxx
relief,Positive,sitting nice english breakfast meal right
happiness,Positive,  ruby skye night well superb set steve hour loaded thrillseekers material old new
happiness,Positive,  voted you hope win
worry,Negative,feeling tired tink nap n wake durin dinner time
love,Positive,oh night love aces
happiness,Positive,downtown fun tonight walk car rediculous lol
happiness,Positive,  sounds good hahaha
happiness,Positive,  hey im fan new zealand loving tho soooo episodes haha good work
empty,Negative,  quotshaking fucking headquot quotso fucking homeworkquot according urban dictionary
neutral,Positive,feel owe   listen new albums everything released chains nice twitter
enthusiasm,Positive,  awwww sweet him
happiness,Positive,good night everyone time mimmiz
hate,Neutral,wonder white supremists abhor racists 
love,Positive,cycling 20 miles virtually traffic free roadsthe sun shiningnew pb great start day
neutral,Neutral,cottin emilyyyyyyyy
neutral,Positive,sanctuarysunday   thanks joining sanctuarysunday follow sanctuary people date tweets
neutral,Positive, 
love,Positive,wishes happy mothers day moms there
relief,Positive,ok going sleep real good night twitter land
neutral,Neutral,170th update
love,Positive,    thanks hoping allergies nasty flu
neutral,Neutral,  know going test
happiness,Positive,  hi im better drinking hot tea honey   thanks care plis
neutral,Neutral,case missed fb status looking maui hotel recommendations yes maui
neutral,Positive,  hahahaha im listening itunes library bit sonia dada atm good
love,Positive,  yeh cant imagine good luck
happiness,Positive,weekend probably best day go
neutral,Negative,  wand black hawthorn wand core kraken heartstrings you
worry,Positive,going tita gi sister beloved lola going treat dinner wohoo excited hungry
worry,Positive,wedding anniversary meal yest  5 proper meal wife rohan born checked phone 80 times
worry,Positive,happy mothers day euch allen
neutral,Neutral,pizza gelato newport hubby boys
love,Positive,mass happy mums day mums
relief,Neutral,  ive washing spring step morning
neutral,Positive,    pretty janette exact hey monday band arm o
happiness,Neutral,  me doctor laughs oh no no no   patient arkham aslyum work
happiness,Positive,happy sunday beautiful day london meet chergo breakfast xx
surprise,Negative,final count bigger hair people  
love,Positive,    fun wish mums happy mothers day us
worry,Positive,  thats gorgeous ill check new pics
fun,Positive,  happy mothers day  watch snl u missed hoot jimmy fallon
worry,Positive,bout hit sackgot shit tomorrow happy mothers day mom
happiness,Positive,aaauuuggghhh n out check mcdonalds check haha hot cheetos
neutral,Positive,oh wwwoverheardinlondoncouk new york version
happiness,Positive,omg 17 again im buying dvd yeahness good movie thanks movie buddies 
fun,Positive,good mornig everone great morning in evening play theatre lord flies fun
surprise,Negative,pizza arrived driver change 50 guess thats deliver pizza stupid change got pizza
happiness,Neutral,  lumberjack 
hate,Neutral,  shut money mouth thats waking vegas
love,Positive,happy mothers day sweet mum
neutral,Neutral,  eat cupcake
neutral,Positive,  night long drive slept well time dinos wasstraat
love,Positive,happy birthday me
neutral,Positive,wow calm evening
love,Positive,  welcome chica
surprise,Neutral,middle industrial estate pirate ffancy dressready 7 mile walk
surprise,Positive,  oh haha thanks again thats new
worry,Positive,need effort meet best online friends like   lt3 damn money costs d
neutral,Neutral,  drank sugar milk coffee coffee brain
neutral,Positive,  seen him hes beautiful
love,Positive,  quotvampire tarot eternal nightquot lo scarabeo going released autumn cool huh
neutral,Neutral,going shower brb 10 mins
surprise,Neutral,  way man like 21 year olds
happiness,Neutral,gear baby
happiness,Neutral,goodnight twitterworld ill tweet yall later goodnight j
neutral,Positive,  met   epic  said ss coffee thought meant sitting drinking lot coffee
happiness,Positive,  thanks slooooow hehe im stoked hope good weekend
worry,Negative,  esther rhymes with investor tester jester pester polyester semester sylvester requester
happiness,Neutral,  looking forward tonight cant wait ol mate  
worry,Positive,sheena othman happy mothers day mothers world im experience joy m 31 sorry ha 
love,Positive,  cool looking forward
neutral,Positive,good morning im woke mothers day
happiness,Positive,wow party new life awesome girlfriends create tons drama babes party way go w 
love,Positive,happy mothers day
hate,Negative,  yayyou like ct people tryna shit theyve there
surprise,Neutral,watchin jonas
love,Positive,  awesome thats im likewith song paranoid stuck head love lol xxxx
fun,Positive, listening doubt  quot life quot 59 listenersltlt ohh yeahhh thanks  
happiness,Positive,justin timberlake totally rocked snl tonight ooh happy mothers day hallmark mkting tool
love,Positive,  certainly can good morning
happiness,Positive,  oh man wanna bay asap thank great day
empty,Positive,great night night happy mothers day mother world
relief,Positive,  im drinking right hot tea honey care u
love,Positive,love mummy
happiness,Positive,  pictures tells u surrounded adorable children hehe
love,Negative,sitting mels house finished eating mcdicks laughing dumb stuff said tonight ready bed think
worry,Negative,rblpnbro   need  sad true soon 6wks  
worry,Negative,shooould sleeping already got caught watching late night roseanne officially bed episode
surprise,Positive,  requotyour joint w   crazyquot thx hey trax heard 49er rear ended you
neutral,Neutral,  friend request play sir hit perth tues jazz charni
hate,Neutral,  ur poopy head
neutral,Neutral,k ladies gentstime ni nitrishy tweet latapeace
love,Positive,  luv vid cant wait hear live summer tour luv shows drawers nice moves joe mac
happiness,Positive,  yep meeeee im awesome hahahha
happiness,Positive,  thats awesome good idea
love,Positive,   happy mothers day ali hope great day today hugs kisses netherlands xoxox
neutral,Neutral,  salut alors le mariage 
neutral,Neutral,  step step ill work cheesecake master quiche
relief,Positive,  im glad liked
fun,Positive,  yeaahh punch her haha xx
love,Positive,happy mothers day love u mom
surprise,Positive,  yes sir sure did
sadness,Positive,today wrote songs one temple probably perform ever mothers day happy vesak rena xoxo
neutral,Neutral,tatteddddd
neutral,Neutral,photo hannahisdead omg wanna read pride prejudice zombies fuckyeah zombies 
happiness,Neutral,boat way norrra gonna chill while party tonight
neutral,Neutral,  thnx lot recommendation dude
love,Positive,  love electro house
surprise,Positive,googled mothers day phew amp uk different dates learn new day
fun,Positive,getting ready annual old boys hockey competition lets bring students
love,Positive,wants wish moms and momstobe happy mothers day
love,Neutral,knows 3 dishes torta hotdog amp itlog hurrah me
surprise,Positive,wow morning 815 hrs ding dong breakfastservice surprise marjoleine guido dirk mothersdaymother hapy father
fun,Negative,  dark berry mocha frapp heaven try everyone here let pass
worry,Neutral,i
boredom,Neutral,prom rated irritated going bed goodnight
worry,Positive,  erm yeah watch sways collapses river lol time shall drag
relief,Neutral,time bed now
neutral,Neutral,saigon morning n hanoi there
surprise,Positive,  oh ok cool
worry,Neutral,finally tommorow monday day school gonna miss all preparing holiday prefer bali yeaaay
happiness,Positive,  ahh thats fun work night party after went movies today wolverine good weekend
happiness,Neutral,listenin da beach girl5 itunes
empty,Neutral,  26th february
happiness,Positive,  cat clean again hope  xx
love,Positive,outta here guys later or tomorrow happy moms day again
love,Positive,  mc happy mothers day mom  love yah
love,Positive,think fall love jihoon boys flower
happiness,Positive,  haha yeah
neutral,Negative,  um yeah  role model peers be but know little one chin up
happiness,Neutral,  whyyyy hellloooo thx 4 checkin r things 
relief,Neutral,  finally  recognizes genius
boredom,Positive,136 screw im going bed love
happiness,Positive,good food mothers day im complaining seafood durian puffs macarons yum
love,Positive,thanks gorgeous flowers
neutral,Neutral,   know
love,Positive,  sweet haha like super proud new mom feel like got perfect daughter great mom
love,Positive,ahhh mothers day yay
happiness,Neutral,  copy wanna watch also
hate,Neutral,agreed find girl ill punch everybody xxx
neutral,Neutral,toasted blueberry white chocolate scone breakfast champions
happiness,Positive,happy mothersday mothersand love youuuuuu
fun,Positive,  cool people videos miming song big video it
sadness,Positive,2697 views flickr account maybe you im happy  yay 
happiness,Positive,  excellent good
enthusiasm,Neutral,  jana got lots options
happiness,Positive,2am feedings baby fun smiles coos
happiness,Positive,happy christmas wait happy measels day seriously happy mothers day lmao
neutral,Neutral,buy ipod apps later hmmm
love,Positive,  happy mothers day hope great harlow mom love awesome mommy 
neutral,Neutral,  tell people contact people
fun,Positive,  fun star trek soon ok 
love,Neutral,gossip girl amp pizza way  thank lil babe
love,Positive,  lol yeah slices cheddar cheese b4 sleeping
neutral,Positive,wishes happy mothers day mothers especially own 
surprise,Positive,  realize young advanced happy birthday stefan mtfbwy always
neutral,Negative,small tweetbreak twitter think needed
neutral,Neutral,  knighty knight
neutral,Neutral,im not looks like legitimate profile ill counterfollow   picky follow back not
love,Positive,  good
sadness,Positive,  good question they
worry,Neutral,  follow baby u said n da chat u luv ya goodnite
surprise,Positive,  lol know me aim please
surprise,Negative,girl big hair rock today black velvet baby  
neutral,Negative,  thank id share sundae late   says tell people
neutral,Positive,  thanks trying
neutral,Neutral,  too
love,Positive,  aww thanks
enthusiasm,Positive,  lol ass monkey
love,Positive,  thanks deserve it
neutral,Positive,fog horn doom great way start morning living harbour great
love,Positive,lovely weather wanna out
neutral,Positive,happy mothers day
surprise,Positive,  thanks madam lucky coz wonderful dog sooo cute
neutral,Neutral,  congrats ya ran
enthusiasm,Negative,im bored extremely bored car waiting dad dinner chinese yummm
relief,Positive,  thanks
fun,Positive,  right thing though fridge vegetables die
neutral,Neutral,hasta maana twitters
surprise,Neutral,got seeing star strek
neutral,Positive,    need help shower im u
happiness,Neutral,  sun
love,Positive,  going tracks itunes buying awesome tracks have loving
neutral,Neutral,gmorning twitter world relaxing family sunday methinks
neutral,Positive,  safari 4 works fine here problems all need love robby
love,Positive,  nice glasses looks good
fun,Positive,  drivin  hahaha carol c special yeah
love,Positive,  thank you sunny outside thats good start
happiness,Positive,happy birthday   
neutral,Neutral,soon going germany hour left
love,Positive,got in best friends
neutral,Negative,read quotthe picture dorian grayquot oscar wilde on english easy try
neutral,Positive,  haha thanks thats new word week mofo
happiness,Positive,  cool night fits
neutral,Positive,good night twitter people
neutral,Neutral,  check video  scriptgirl report 050809   officially survive weekend
surprise,Neutral,  yayyy
love,Positive,  happy mothers dayyy deniseee lt3
happiness,Positive,yay works haha
happiness,Positive,  aww lovely hope great mothers day little mother hen contact sharn
sadness,Neutral,hitting sack now fellow twitterheadsso treating mom today
happiness,Positive,  wow lucky happy birthday
happiness,Positive,  good good then o
happiness,Positive,  great  book looks fantastic  want
happiness,Positive,  awww didnt till edwin left knew wanted some forsure tomorrow ill u new batch
neutral,Neutral,eating poutine listening mitch hedburg
love,Positive,happy mommys dad mommy watching football yay eagles winninggggg better sigh
love,Positive,happy mothers day lt3
love,Positive,happy mothers day everybody
happiness,Positive,outz wif big big big happy family mommys day meal happy mommy day mommys there
worry,Positive,  haha amp tell kids hooked youz lmao
happiness,Positive,  haha booked lie night woke up needed it
neutral,Neutral,ship landed
neutral,Positive,  greetings jump pool water warm want avoid shallow yellow end   play
happiness,Neutral,  yes downloaded website im tweeting now work
love,Positive,happy mothers daaaaaaaaay
worry,Neutral,church bellss ringin got go adieugod bless german
surprise,Neutral,woot favourtie second favourite episode came tow ross rachel  know
relief,Neutral,  slept
neutral,Positive,  better check youtube
neutral,Positive,  way stubborn right now thanks caring
happiness,Positive,happy mothers day mom mom mom mom woot woot moms rule
worry,Positive,  happy mommas day  ging lucky momma like u enjoy ur nite luv ya
happiness,Neutral,oh yeah grill outits bbq tonight house
happiness,Positive,bbq andrew sisters jeff fun
relief,Positive,  u gonna come minnesota love hun
love,Positive,happy mothers day mom hope breakfast nice love u 
hate,Neutral,  loll dad leavingg moving las vegas myy ex boyfrienndd finallly talking left
happiness,Positive,10 cutest cat moments video    enjoy
happiness,Positive,alright need sleep actually awake mothers day  nighty nightzzz good morning twitter friends
worry,Neutral,  telling truth dibster
relief,Negative,credit left mobile sorry brit pounces back thanksss tania epic photoshoot
neutral,Positive,  im leaving half 10 ready things
neutral,Positive,ok hit hay thank
love,Positive,  thanks retweet man quiet sunday morning hows yours
neutral,Positive,whooops wrong smiley supposed lol
love,Positive,got best mothers day present tys cry uncontrollably present
surprise,Neutral,  mmm hmmm big big bro too crush david knight
happiness,Neutral, playing acoustic set  styles bar today  3 hope 
love,Positive,spending wonderful mothers day brad mom dad happy mothers day moms
neutral,Neutral,  iphone soon theyre adding autofill logins type everytime
sadness,Negative,asked sing againaha coffee mornin time psychology past questionsamprevision suck
love,Positive,going good ol soak tonight mothers day feed love
surprise,Positive,new followers pretty cool peeps check em out
fun,Positive,obama ish funny
neutral,Positive,  good morning
happiness,Positive,happy mothers day
relief,Neutral,  lunch yes date nope
neutral,Neutral,  too
empty,Positive,going sleep good night everyone
happiness,Neutral,living life
happiness,Neutral,photo thelovelybones spy jonas brothers demi lovato omg d ahhh yea 3d movie premire 
happiness,Neutral,  nicest things
happiness,Neutral,  mcdonalds promoting mccafe similar starbucks soon mcsmoothies like jamba juice
relief,Positive,  yes imagine need morning coffee function good relaxing sunday
neutral,Positive,ok im actually going sleep  ive houri tweet far
happiness,Positive,  ohhh beautiful place hols steady mead
worry,Neutral,were
love,Positive,  guapisimo chico ms lady gaga looked amazing usual
fun,Positive,  yeh like playing sk8 dont  dont xbox 360 lol skate skateprk tho
neutral,Neutral,  switch
sadness,Positive,cant believe weekend already time go nice day fam today mum good day too
fun,Neutral,forget it callin night mommys day
love,Positive,  gasp love it thank sharing tim
neutral,Neutral,watching wizard waverly place
neutral,Neutral,match handball afternoon
happiness,Positive,new followers pretty cool tweeps check em out
worry,Positive,  truly enlightening
happiness,Positive,  listened eyes fire enjoyed it thanks
surprise,Positive,love   thank saying quothi jenn amp lauraquot yesterday arcadia friend shannon surprised wthe vid
worry,Neutral,mariachinin yeni kampanyasi beraber gelistirdigimiz facebook uygulamasi shut house hurriyete haber olmus 
neutral,Negative,time little carbs big cup water sleep 5 year old son goodnite
sadness,Negative,working allll day long
love,Positive,thumbs wolverine taco bell cheese rollups mothers best
happiness,Positive,finished filming day fun day set hahaha
neutral,Neutral,  saw wolverine too
love,Positive,happy mothers day amma u cake remember u loved it
happiness,Positive,happy moms day
worry,Neutral,140 amseriously cant sleep heard thing computer cant sleep hmmm know
worry,Positive,ready work arm
happiness,Positive,secondary school cooking lessons came good use today shepherds pie mama
neutral,Positive,looking vinylclad playset 30 year mfr warranty 3 slides 4 swing slots rock climbing wall more amish built
fun,Positive,  lol liking style alice tell got standards maintain lol national cork girls wild london week
happiness,Positive,  im pleased hun
worry,Neutral,  home heck you ima home soon ia
enthusiasm,Neutral,  feeling inspired evening huh
worry,Positive,  plenty jokes lying bed hoping going free up im jury service tomorrow
fun,Positive,  thanku cooking simple law is u hve fun u
happiness,Negative,im seeing protofurries here think it acen
happiness,Positive,  thank sure u read groups description better understand project
worry,Positive,nite nite twitts wish u happy sunday major gift 2kidsmy bron   n 1 gift way tyg
happiness,Positive,  know believers die tour going warped know cant wait haha
happiness,Positive,    supporting superfly way
neutral,Neutral,  yeah
happiness,Positive,  know right im superexcited  told yall busiest time year
happiness,Positive,hey lets follow other awesome
neutral,Positive,quiet mothers day evening happy mothers day yummy mummies
neutral,Neutral,home
surprise,Positive,  nah followed followed me think 12306 overnight pretty good
neutral,Neutral,  slice treat
happiness,Positive,happy mothers dayy andd rest fabulous mommys
fun,Positive,  course jdoramas best
happiness,Negative,brendon thinks im lamebut im drunk
relief,Positive,think thats proper contact other amazing brought tears eyes
sadness,Neutral,deathstar destroys starship enterprice  cant video starwars startrek
love,Neutral,feeling breathing believing keeping mind gonna think let go
neutral,Neutral,pg 237 night
relief,Positive,marking going ok far as bs far  relieved looks like future programmers class
happiness,Positive,  omj sister brought coldstone cupcakes today instead cake celebrate bdays family excited taking pics
happiness,Positive,cant wait 2 days till happiness
happiness,Positive,haha 1000 bet settled 100 bad
worry,Neutral,  okey
neutral,Neutral,studying math  brought brain explode
happiness,Positive,finally bought new house
neutral,Neutral,  hermits myself like stay
happiness,Neutral,cake sisters birthday
relief,Positive,  dont worry man week week
worry,Positive,  haha dude bdate p ill wish u ur bday 3oth november ill turn 16 u reply 
love,Positive,happy mothers day
fun,Positive,need 4 followers 100 followers fallow me fallow back 
love,Positive,  thanks ive got holiday weeks concerts look forward
love,Positive,happy mothers day moms there love you
relief,Positive,sleepy time happy mothers day u momz
happiness,Positive,  movie awesome
happiness,Neutral,yes
love,Positive,happy mothers day
relief,Negative,phone acting crazy today missed tweeties updates fixed
happiness,Positive,  wonderful mommy world doing
neutral,Positive,getting ready
love,Positive,happy mothers day mothers
neutral,Positive,  find knowing who
love,Positive,forget mothers day today guys smile moms face giving call
neutral,Neutral,currently watching american idol
worry,Neutral,got pulled cop got warning
neutral,Negative,crash grilled chicken breast w reefried beans gnite twitties
happiness,Positive,sunday morning birds chirping hoping best praying best
worry,Neutral,  paid go think voting vote counts
sadness,Neutral,  ahhahahaha ariyan want listen bandwidth downloading hamish andy podcast
empty,Positive,  like binary code says zirconcode well xd looking nice better before
sadness,Positive,  cant find it send oh tag lol
love,Positive,happy mothers day
love,Positive,  like pics lucky girl
hate,Negative,  aha yeah fails push yeah dont know time leaving xx
enthusiasm,Positive,want wake early coffee tomorrow today  going busyy day writing booo whoo
worry,Negative,ed cornwall school week confused 
fun,Positive,  rest lets see mystery jets pretty cool ida maria shud rly listen anything
neutral,Neutral,  doubt tho  twit pic sumthin
surprise,Neutral,dice watching heroes again 
worry,Neutral,  polyester protester quester semester sequesterhope helps
happiness,Positive,  got standards alice  got enjoy life life
love,Positive,    lol guys awesome
neutral,Positive,  hello im great you
neutral,Negative,  fancy sunday lunch albion game
love,Positive,happy mothers day
happiness,Positive,going ass gear brekkie start kitchen woo bbq later good times
neutral,Neutral,trip zoo today
neutral,Negative,cam sesh lined tomorrow c4s winner ill post screen shots lj friends convince otherwise
neutral,Neutral,oh time eat conversation domestic partner
enthusiasm,Neutral,bike chat makes think sign       anyonewithbike
neutral,Positive,heading bed book good night
love,Neutral,  god bless u hope rest weekend joyfull
worry,Positive,twitters gettin lil bit confusin twitterifictwitdroidtwitterberry understant txt bit tho lol ah well twitters cool anyways
love,Positive,happy hug mom day love mom
neutral,Neutral,  belgian record collector
happiness,Positive,  thats great idea
happiness,Positive,ok im passs out tonight lovely buenas noches mi gente tomorrow shall party again
sadness,Positive,  oh yes ave orderd there lil funny so check ta
happiness,Neutral,  am going hike today
surprise,Positive,  very good think that
worry,Positive,  thanks
fun,Positive,star trek awesome kirk hot spock cool fun cool sexy definitely worth seeing saw cinerama
neutral,Neutral,  darn open source software security holes
neutral,Neutral,time play
relief,Positive,  automated porndownloader know porn like youporn new recommendation feature
neutral,Positive,  yeah right
happiness,Positive,  thank natalie hope u
love,Neutral,making life wo bounds tshirt second life
neutral,Neutral,  u dont quit smoking 
happiness,Positive,bomb blew mouthjust best fing dinner
fun,Positive,im back sooper dooper extra bharia extra dhumchik day stay moms place yay fun fun feelin
happiness,Neutral,ps brian announced message title quotwhat flow youquot friend replied quotcheescakequot ha
neutral,Positive,  thanks
fun,Positive,  think gone enjoy beautyy nature  maybe sit write little just trying finish pic
happiness,Positive,  welcome home
worry,Neutral,  sent u download link spanish quotdont cryquotlet know u
love,Positive,happy mothers day
worry,Positive,  sounds like good days
neutral,Neutral,probably spamming followers account
happiness,Positive,  great pic fun love food wine festivalswell beer fests
neutral,Positive,  is lt3 hence new forum signature
happiness,Neutral,  jesus heals
worry,Neutral,trying figure use twitter
neutral,Positive,need follower
neutral,Positive,  ok thank
happiness,Positive,toasted baked bean sandwiches red wine perfect sunday night dinner combination
worry,Negative,  wrong thinking hes hot belongs
love,Positive,happy mothers day wonderful mothers
happiness,Positive,  adore kpopped site   haha
surprise,Neutral,join biggest bestest group facebook 
worry,Negative,oh yea feel feckin tired today 
love,Positive,hey home sleep cant believe weekend finished fast happy mothers day good morning great sleep
happiness,Positive,  gdgd better ready work  haha fun tonight x x
worry,Neutral,  thats family imna crash woke 630 3 days rowlol
hate,Positive,  approaching nice round 5500 number expect crashed time come tonight
empty,Neutral,  pic promised 
neutral,Neutral,  iphone
neutral,Positive,okay fine ill start studying now bye twitter world
happiness,Positive,  thanks
neutral,Neutral,watching doa
relief,Negative,  good hear bck let stupid rumours u down long ur fans r you got worry bout x
sadness,Neutral,looking sister facebook miss yani
love,Positive,mothers dayquotpeople day usquotwhat doingquot took mom starbucks enjoyed
happiness,Negative,  wwwyoutubecomwatchvcyjvgnp9va sowwwwyy u girls twisted time
happiness,Positive,  going hiddenfile thinking youtube nott lol hey phone swimming
neutral,Neutral,  see im twittering
happiness,Positive,  happy mothers day mother list
happiness,Neutral,watching rugrats anndd tweeting course
happiness,Neutral,  thank you
happiness,Positive,  btw offend you yeah  rockstars pretty ok
happiness,Positive,good morning 
enthusiasm,Positive,got fist fight old biker guyand dare ask yes kicked ass
relief,Positive, printed mom amazon gift card happy mothers day talk minute
worry,Positive,geeks force star trek yes included
love,Positive,  zomg cute matt shit thats good movie
neutral,Neutral,  yes actually jam twitter traffic yesterday happen worry
neutral,Neutral,hello twitters
love,Positive,happy mothers day amp later cant wait   concert lol ima day 26 like d
love,Positive,happy mothers day mum
neutral,Positive,twin peaks high yay
happiness,Positive,  yes but cute predictable works you
worry,Positive,zombies great huggers bc lower arms fast    via  
neutral,Neutral,  actually  larin name quotmodelquot besides sleeping crawling etc
relief,Positive,   aww yeah dear nicky 
fun,Negative,  yeaahh xd think dancing little kid woo xx
happiness,Positive,  haha do fave sanx character thats rirakkuma
love,Positive,  loving shoes perez looking fine ohand lady gaga say outstanding
love,Positive,happy mothers day day chocolate
worry,Neutral,talking phone ive missed lottt
neutral,Positive,nice lunch better mom pays
worry,Positive,  brill ill try eye twitter help yesterday ran outta battery right needed it
love,Neutral,  quotparadise amquot said
happiness,Positive,morning washing machine already going mum dads house house ready wedding daybusy busy busy
neutral,Negative,  worry spelt no correctly looks wrong
sadness,Neutral,trying sleep watching cnn thinking todays meeting workbest buy 247 life oh well pays alcohol
neutral,Positive,good morning
happiness,Positive,  thank you guys awesome things blog tonight grateful
neutral,Positive,  sounds awesome
love,Neutral,diversity diversity diversity todayyyyyy
relief,Positive,  thanks followfriday right atcha
fun,Positive,getting ready study outside fun nice sunny day
happiness,Positive,  pretty black flowers pink hues
love,Positive,newcastle enjoying family mum mothers day 1st time years
enthusiasm,Positive,  definitely  caveat normally read non fictionbut recent years read novels
love,Positive,kakabalik lang tarlac good aftie
surprise,Positive,  thanks fun work lol xxx
neutral,Positive,going walk nmme test new hiking equipment telescopic trekking poles boots coolmax socks
relief,Neutral,skyping family
fun,Positive,  bill absolutely fantastic programme loved cow bell bit end
happiness,Positive,admitted crush me thats cool
neutral,Negative,soooo saying phrase quotstop falsequot thanks   quothaterquotyoda person goodnight stop false
love,Positive,people 2 deceitful unreal love steve jones channing tatum renewed loltheir soo nice
hate,Negative,   outdated amp bigoted worst outdated patronising imperialist monoculturalist amp selfrighteous best
neutral,Neutral,freestyle exam x
worry,Negative,  jfufnfwucnbqjic im bored
neutral,Neutral,  morning romina
love,Positive,got 5km run good
happiness,Positive,  thanks add ill try signing later home luck ill email
neutral,Positive,  calvin harris
relief,Positive,better bag weed
surprise,Negative,quotsomebody calls you answer slowly girl kaleidoscope eyesquot yeah im normal
neutral,Neutral,bbq party
worry,Positive,  cant good twittering instead watching xx
relief,Negative,finally dead space took half year
love,Neutral,oh cali plans go da hero rocks socks
worry,Positive,getting ready brighton find new suit greshamblake  sunday  time
worry,Negative,stuff refuses them 
happiness,Negative,workgettin paid sit arse guests yet mum comin eexcited
happiness,Positive,  thanks coming out cuz
happiness,Positive,learnt new today
neutral,Neutral,  shoescirca brand name
worry,Negative,ugh cant sleep reallyy gettin gahif pisses bad sometimes atleast know friends
surprise,Neutral,  thankfully up
love,Positive,    oki love it melika come makeup like time
fun,Positive,  haha did times before
happiness,Neutral,  whered end going stayed amp watched snl funnier shows theyve season
fun,Neutral,  yall coming today graveyard hoorayy
surprise,Positive,mmmmm hair smells guuud wonders quotpantienquot d
surprise,Positive,  bet people ideia standards lovely time pair
surprise,Neutral,  cavs easier route denver
neutral,Positive,  umm ok sound verry proud yourselff bubb
hate,Positive,  lol nah  course dvd ordered it ill sign bebo tuesday then lol xx
happiness,Positive,  nice see you great day tweet soon
worry,Negative,time wind relax little change world little twitter evening rest others
happiness,Positive,  glad zoo fun great mothers day hun
neutral,Positive,new twitter
fun,Positive,quotcompletely dishwasher safe pattern come offquot blue coat humour best cheers viz
love,Positive,happy mothers day
neutral,Positive,  thanks buddi problem friend yah post pics london u
love,Positive,good weekend someone sigh man like boy
worry,Positive,  late see missed great time donnys birthday remember monday
surprise,Neutral,  send email pick fave cake ice cream flavor quotcupquot belgian chocolate
love,Positive,  happy m0thers day ms rhix
neutral,Positive,  fab new pic way
love,Positive,left anonymous card thank you incredible
fun,Negative,  iq high comes knowledge swim roundnround bowl
neutral,Neutral,  geocode events   apis
relief,Positive,  nope 1st time invited ssm graceful accepted 
worry,Neutral,sunday morning 3 hours sleep alcohol  definitely studied
fun,Positive, graces funzen magic mood tool keeping cool pool real life
happiness,Positive,good morning nice day iloveitwhen sun shining im going write stuff
happiness,Positive,  time write tweet smile let
happiness,Positive,  nearly month exciting
neutral,Neutral,  unassuming unpretentious just as suppose thats endearingbecause relate
fun,Positive,   itlooks retro rerecordingsfans loved given change cs fans
relief,Positive,  im sure left audience awestruck katherine looking forward reading wonderful reports
surprise,Neutral,  yay twitter
surprise,Positive,found controls left hand people like twitterrific excellent
happiness,Positive,  baked dinner yummy cant wait new short stack tv kind dips shall be
fun,Positive,  haha sounds like going heaps fun xx
neutral,Positive,okay im quotcrawlquot bed ummm ummm talk need talk somethings good night tweeters
worry,Positive,  im glad think star trek live hype waste time money
happiness,Positive,amusing watching pangaea sing quotf killah priestquot guess featuring album
fun,Neutral,mikeywayday count
neutral,Neutral,thanx peeps 4 following
neutral,Neutral,continue dramathon episode 14 come
neutral,Neutral,  got going on
neutral,Neutral,  btwn prefer quot300secondsquot for me datapoint evokes danapoint data star trek tng 002
neutral,Positive,  cool rite
neutral,Neutral,  ooh know it hold hand
neutral,Neutral,  45 junejuly
happiness,Positive,  sounds like perfect way spend sunday evening enjoy
happiness,Positive,yesterday awesome  sunny day best friends good food amp tons fun  ask 
fun,Positive,hey guys wanted announce marathon so lets sayget ready couple episodes
sadness,Negative, sorry gpgmail
worry,Neutral,  thinking morning worry soon passes
neutral,Positive,  welcome im going repost times message out maybe help dog
neutral,Neutral,  yep do
neutral,Neutral,  time coffee
neutral,Positive,  yay dont lol clothes draws dont need place high heel shoes
enthusiasm,Neutral,word yer mother m
neutral,Neutral,  pineapple rocks bud
fun,Positive,  lol gooot riiight mean twatt cool xd
neutral,Neutral,  thank jonas
happiness,Positive,dear journal sex earl tonight amazing thirty seconds life
love,Positive,checked green day demand amp saw new live videos u right blow mind love u sgb time mom
enthusiasm,Positive,happy robbie drank good bit long wake sick
happiness,Positive,cracking night night think ive laughed nice lazy day today woop
neutral,Neutral,ce tare is tin castile pe urechi si nam dat drumu la muzichii bun asa  cred vopseaua ma afectat rau 
love,Positive,  fun bffs iyla love you
love,Positive,  awww ily sweet
fun,Positive,  ah great fiddle later figure out
love,Positive,  saw tonight well great movie hope mate cheers e
